1,1.9999999552965164
2,1.9999999552965164
3,1.9999999552965164
4,1.9999999552965164
5,3.999999910593033
6,3.999999910593033
7,3.999999910593033
8,5.999999865889549
9,7.999999821186066
10,7.999999821186066
11,7.999999821186066
12,7.999999821186066
13,7.999999821186066
14,7.999999821186066
15,7.999999821186066
16,7.999999821186066
17,7.999999821186066
18,9.999999403953552
19,9.999999403953552
20,9.999999403953552
21,9.999999403953552
22,9.999999403953552
23,9.999999403953552
24,9.999999403953552
25,9.999999403953552
26,11.999999731779099
27,11.999999731779099
28,14.000000059604645
29,15.999999642372131
30,15.999999642372131
31,15.999999642372131
32,15.999999642372131
33,15.999999642372131
34,17.999999225139618
35,17.999999225139618
36,17.999999225139618
37,17.999999225139618
38,17.999999225139618
39,17.999999225139618
40,17.999999225139618
41,17.999999225139618
42,17.999999225139618
43,17.999999225139618
44,17.999999225139618
45,17.999999225139618
46,17.999999225139618
47,17.999999225139618
48,17.999999225139618
